"a"	"b"	"sig"
0.0771701201517383	0.678969638465916	0.0538557743309882
0.0734745183142676	0.716189345850135	0.0598217636944045
0.0705905091856391	0.785335374080453	0.0499174394862432
0.0821654077110009	0.736185712100265	0.0589583499136786
0.0617682819232636	0.748442896886989	0.0492515581371728
0.0748962811558203	0.732375908277446	0.0543653238830074
0.0799319528501396	0.692664962932629	0.0507164176797841
0.0625514125074032	0.768216740908793	0.0478329495141744
0.0761038696316996	0.710200135820015	0.0477645736419294
0.0819387345743224	0.72517680758828	0.0595118698712582
0.0905963944484043	0.711623488694256	0.0544159741657465
0.0795943667595435	0.688836238419938	0.0508643031505741
0.0872435925943272	0.671530834671746	0.0470478942692036
0.0725933872506785	0.731962668290127	0.0553166682211786
0.0740982163818885	0.762327420942333	0.0482678861976557
0.0668328950097394	0.78508957807049	0.0527107873446454
0.0663411596143258	0.71514591222567	0.0493510800066986
0.0875181382958442	0.743579109977021	0.0607319464734337
0.0782655463517542	0.711755372087319	0.0504514147119918
0.075653732799405	0.744306631101418	0.0601768823839211
0.0613637756065028	0.765391200167251	0.057115047756786
0.0790910260328979	0.758990664013424	0.0675150210311269
0.082105664285656	0.702805259739957	0.0597725298068447
0.0682145456190197	0.763432035560836	0.048535287684505
0.0716828258084252	0.767152919267114	0.0499273269034803
0.0804925927331446	0.712755998521062	0.0586169445151664
0.0745763694188143	0.762664790842537	0.0527727573555924
0.074801616958406	0.71198906418943	0.0474897190109651
0.0761049807526279	0.750251991091505	0.0532075041859057
0.0752589693745439	0.744204181592664	0.0446257497280938
0.0731913934515268	0.669412538814143	0.0447331374900982
0.0729572081339912	0.733573907179616	0.0560983730433323
0.0734178822576809	0.813132509464607	0.0528236591808002
0.0773565744506354	0.752715670851972	0.0571306702711231
0.0761644864861744	0.67505763443294	0.0467856377047918
0.074927368144764	0.703982461250716	0.0532607002827309
0.0599453660222323	0.769511495003176	0.0600220229074032
0.0718546788404073	0.746979395609502	0.0467160640333262
0.073609904981832	0.717548008431899	0.0548810507837926
0.0760112757225189	0.713014172520845	0.0487284511307268
0.0706976137940069	0.730592062142559	0.0395245248013751
0.0823993388891664	0.707960440372093	0.0553297899445885
0.0894612130297771	0.718026109782463	0.0626735246593532
0.0691783430769937	0.727443466325816	0.0519907499403112
0.0829034919312398	0.740370533192978	0.0523315700026914
0.0806083051751163	0.750540522878761	0.0565195026491874
0.0661761716899522	0.712319919389537	0.0446182714140829
0.0774396592972948	0.687736881252337	0.0485311440525665
0.0843150881069623	0.697997573660999	0.0587819180757034
0.0843680434161676	0.76338885961409	0.050380399793903
0.07183304262458	0.806322153062903	0.0475941288218366
0.0742945419498405	0.777042852256124	0.0558114155139904
0.0703747034043243	0.711487572108146	0.0631744531990554
0.0873661150606277	0.706112536941417	0.0473851485567788
0.0720751887594768	0.745595636328096	0.068626264630901
0.0601640932645191	0.811427194843702	0.0639790036898263
0.0869165724210552	0.679085983048031	0.0495176496439575
0.0681025392958514	0.759556309059099	0.0513554759392811
0.0828329182110254	0.715757058108102	0.0495456234195932
0.0732390494554639	0.724195312589739	0.052127629831467
0.0718908380060478	0.687393777480288	0.0577518894734244
0.0775689150494857	0.705253770700505	0.0544489556962546
0.0683064697111409	0.798458074324308	0.0449410436900833
0.0728203012310119	0.725427811663974	0.0527893247178545
0.0731190526989405	0.76300162845634	0.0457163582152807
0.0792091670792835	0.778865010980302	0.0479682482014418
0.0680822047460909	0.732596206271814	0.0496384367269757
0.0726638323691357	0.719690025563974	0.0515236749064912
0.0692126093123454	0.711327431146749	0.0510607873723531
0.0655190766001723	0.714466984575433	0.0518101074099806
0.0836212788906104	0.678096595085253	0.0524992874748109
0.0641975774567264	0.770972776986212	0.0519905386057739
0.0685989347782138	0.731686296896128	0.0570259693097708
0.0812167547608249	0.666945994216439	0.0545187230101909
0.0715607304708277	0.728278227119544	0.0459495979711344
0.0773939714265339	0.750492683329748	0.0540197030483109
0.0719756597659195	0.756253403160568	0.0616878807076334
0.0744883422990234	0.744471797883573	0.0542283222425395
0.0582186485056012	0.801264152790996	0.0522758916521095
