"a"	"b"	"sig"
0.0309925583072156	0.887489363911235	0.0393232535754321
0.0389917051412205	0.901108958065333	0.0416316796429686
0.0351873015345904	0.906992515027622	0.0355606247683907
0.0385077636001474	0.933694100707534	0.0412468604713393
0.037638352482232	0.902469162791571	0.0363958444843853
0.0282744586370021	0.91529235259733	0.041060594533921
0.0429169531429898	0.90430310144791	0.0407503136308449
0.0418075148098202	0.89248849788734	0.0442486767714203
0.031051346695653	0.913604938676783	0.0387561987990551
0.0410856316320645	0.905119857931056	0.0389760777698287
0.0395481821618617	0.90920449873458	0.0379423696126844
0.0409894643916125	0.907066922891719	0.035880606258862
0.0397854298758657	0.888887102919821	0.0369374256243078
0.0407460499923863	0.884631910841977	0.0405193227903894
0.0319519975900114	0.927685362012739	0.0487466333853961
0.0344019136873455	0.898597789330234	0.0428640112650391
0.0406800247530926	0.915721319333604	0.035092034788589
0.0319911715597811	0.919661679036722	0.0359709655957345
0.0319169086605319	0.913215670684791	0.0415775176524923
0.0361607999963817	0.92573107636115	0.035406418901623
0.0273524353224777	0.895609517003058	0.0362459668949908
0.0381056730805815	0.904359515509453	0.0345642766831444
0.0348748029296506	0.887716011654464	0.0351874729091811
0.0322620614336582	0.896984652651238	0.0381961636498358
0.0399420547559941	0.881086536045587	0.0388528218818474
0.0350454186824191	0.913145776606866	0.0344916237164039
0.0356126129508036	0.912421943538663	0.0358186712691948
0.0351543092893564	0.920487557010745	0.0401376226351835
0.0384596181461133	0.907839283304751	0.0393624301021972
0.0344649088607778	0.916123616666428	0.0379018254944729
0.0374921589960462	0.903939634152581	0.0392730889606334
0.0338129393224479	0.902688661347977	0.0415287165257846
0.0383651331887249	0.928426072746724	0.0339416584461398
0.0413939173428357	0.897631865258165	0.0335470100687188
0.0374545200655977	0.883318272908977	0.0407425516350921
0.0371885770703049	0.909632970682413	0.0378795703578429
0.0282932155371386	0.918129575138199	0.0315327288570793
0.039768884851333	0.917769799045392	0.0308623835192285
0.0440407861817693	0.920685111494772	0.0391108128266817
0.0350638556931369	0.946811314216761	0.0389826663894616
0.0327915203731124	0.899991568233493	0.0376263973072731
0.0337515357838644	0.915399112373719	0.0369501419604085
0.0394598354001624	0.918745562974982	0.0386544782352934
0.0390160471165386	0.909801902335211	0.0336721922848954
0.0355970927185022	0.90176236460921	0.0401570645448003
0.0357482980398006	0.907912216543905	0.0362805728555658
0.0352971994007471	0.903082187903691	0.0405084953552743
0.0442507891902945	0.893653846828329	0.0415147791422182
0.032994259571475	0.916670970928296	0.0370566504935361
0.038548025719491	0.900769230357977	0.0390305039713583
0.033095222821606	0.906380817424474	0.0358486652536948
0.0294308082417209	0.917122656793603	0.0352980156642647
0.0354868384298668	0.924430117083356	0.037161759647243
0.033837056229819	0.917017144062586	0.0372563339687548
0.03156781037592	0.919966689107027	0.0350902548349649
0.035768492161528	0.892129368481737	0.0394787154966426
0.0271138345224471	0.893417212628098	0.0356306414428127
0.0315263489421411	0.891375164702761	0.0421458204631319
0.0352893305742497	0.90819089413077	0.0345943026739258
0.0368759461881935	0.902223464749587	0.0354324151873504
0.0296052253272398	0.904461865574589	0.0341733552191928
0.0312529211074769	0.890269516940613	0.0444096918353182
0.032214092780097	0.907073472872182	0.0334783630199988
0.0343886556712531	0.922816879294453	0.0345079888689271
0.0370622429269838	0.907600617592281	0.0379384225203593
0.039267272955299	0.922638078732132	0.0392109967626933
0.031598454942447	0.915603197117056	0.0353011437292235
0.0320121663822569	0.877271888320203	0.0342375567854701
0.0302276487401655	0.907505535788185	0.0370985942131452
0.0295220742538427	0.885101182736009	0.0367481480979541
0.0368933247392319	0.924926168504954	0.0387030364646531
0.0349457983330548	0.919357945473637	0.0303094065374959
0.0400661819349244	0.912144028615633	0.0402768686571127
0.0302045819229041	0.910441727238485	0.0412499778820512
0.0363096583449729	0.895248472090523	0.0414428641739489
0.0420307259098098	0.888146357461723	0.0382823336394193
0.0409178401498104	0.901652226230806	0.0435938485377561
0.0340488017724165	0.907747587221092	0.0349225490666455
0.0326157800679578	0.910763521572239	0.0372316636973858
0.0340666833322938	0.913313000200711	0.0344149736822723
0.0351196507298959	0.90885283394787	0.0346828735986484
0.0320979298718501	0.920850497501666	0.0326834626759658
0.0403156309987894	0.914899756179563	0.0378956468913348
0.0295065774530443	0.916336852003987	0.0395006704080926
0.0363420183227625	0.908534312435186	0.0393103521281884
0.0279312677185706	0.926147131239338	0.0452117691730585
0.0403413959500453	0.921090885496113	0.0405064556813154
0.033319677122129	0.906131464468011	0.0394692597021921
0.035478912040869	0.91408177640008	0.0389007812279517
0.0364016471213813	0.90789100336093	0.0340799145506083
0.0328944983970589	0.895831718005317	0.0384123748604505
0.028962715834929	0.904120626283661	0.0372230093845692
0.0318406179169606	0.902569694380366	0.0408020709214125
0.0371173380590681	0.897843338222655	0.0343940385994975
0.0335327295305073	0.920967862662295	0.0350075910077161
0.0450481534208744	0.905961716809731	0.0414403239747836
0.036447520479974	0.913928950421713	0.0369838766515001
0.0377795658755155	0.903853358553016	0.0351099661561811
0.0341435012322725	0.920796276343246	0.0387756288607627
0.0347617940354808	0.894068439749573	0.0380278007357389
0.0348931208522416	0.908638365095807	0.0373823954972013
0.0268400217493654	0.908742214049483	0.0379861309221557
0.0376786329190397	0.888996953263411	0.0336361570136035
0.0349152738147904	0.89842946603761	0.0350961073548014
0.038365715994469	0.905304940362302	0.0475555327810117
0.0404755573183839	0.895795556177488	0.0439657596451354
0.0300216563570256	0.907908205676576	0.0401116097240891
0.0274074982351668	0.912119385333344	0.0324263180411507
0.0420515959103267	0.910058829886382	0.0405677181337972
0.032095483354687	0.888379692896444	0.0491142058218668
0.0343963059043509	0.918852787174716	0.0396793331332373
0.0281349084886702	0.90855227673181	0.0377551548067759
0.04247722229297	0.895380751767341	0.0373201222261018
0.0352076394681679	0.910598850596562	0.0386223718776132
0.0370099190622996	0.929633344581039	0.0375983857575973
0.03853454740209	0.925531858268088	0.0355043719943257
0.0396539904645337	0.91395706193698	0.0416135827507818
0.0460573065258723	0.89046135787167	0.0370464196011075
0.030743979554984	0.911290003170218	0.0446714973688873
0.0378497089287669	0.893002720379783	0.0443830766569019
0.0447923918131311	0.900005322664743	0.0470250851287275
0.0376044113023854	0.918841689842806	0.0346787255488707
0.0374684457814888	0.898260280555111	0.0370930234573765
0.0461202344907406	0.901082205819265	0.0382619361969659
0.0339054106739858	0.907310035216663	0.033550646193857
0.039675782217824	0.894318937708443	0.0360018659110033
0.040695787930877	0.908229162093913	0.0407299228550515
0.0394370931507901	0.924741624729132	0.0513569186868257
0.041851526840121	0.904178052602053	0.0362105905735134
0.0403605805014005	0.906778954896458	0.0397980453729133
0.0405984767305328	0.890566378602765	0.0403079808271819
0.0391946747899911	0.919036654381521	0.0351674252893141
0.033493224814259	0.918410660831502	0.0383811844046821
0.0347342726342053	0.923932357179004	0.036034035693577
0.036202024198031	0.914437020580978	0.0367992824012203
0.031563237371885	0.910288698674807	0.0449716753606385
0.0349228926184258	0.901951557998743	0.0380293087029476
0.0273540423491515	0.923061550699943	0.0369939426948994
0.0346831175777199	0.901206149807032	0.0389026024177608
0.0322304017655897	0.925216394898647	0.0445466502235454
0.0421830507488151	0.899717491484547	0.0399170459183276
0.0351657928756594	0.882226553334888	0.0419109665224634
0.0312300499215452	0.912620605515916	0.0351170517902963
0.0453542515234073	0.897902699621982	0.040218528920903
0.0379760311974269	0.90123360906705	0.0350368604054343
0.0284678179704442	0.909251076133258	0.0345221651686241
0.0392178384021531	0.913208443041538	0.0424807810882976
0.0351717396774886	0.909624515571158	0.0466985274017357
0.0391249092499749	0.90431809046553	0.0411093667354784
0.0353280297285538	0.902803197678016	0.0389386032165439
0.0317467528725788	0.913977317361684	0.0366770930006272
0.0396236772238705	0.893762233548689	0.0414643710612751
0.0353666207990788	0.90324961476653	0.0355342501914985
0.0349686057784902	0.912133991678243	0.0412862389717613
0.0384343603367198	0.924170851525448	0.0409536593556492
0.035934586632457	0.930720865607095	0.0393676371635187
0.0376211008154425	0.909823890719785	0.037920691774017
0.0357261415884088	0.893079046508326	0.038870188468479
0.0383404968817942	0.892352944418709	0.0373222970924461
0.0387179173835098	0.904232718077703	0.0389355584729141
0.0392148979494372	0.912172255358309	0.0379666165231845
0.0365134896297071	0.882380491739277	0.0420055858048504
0.0427290686546686	0.901448406740877	0.0414107327266848
0.0408383128819144	0.910712715924187	0.0383291123033327
0.0320687817209505	0.904738352714263	0.0413167582089098
0.0445417838923617	0.915339188526716	0.0374237384543763
0.0378522076176918	0.913937063505134	0.0331920884251878
0.0392138684243181	0.908263341966602	0.0387806307638848
0.0355136760860518	0.887857480042165	0.0398896094209969
0.0403206546301289	0.902878478556985	0.0340778415692105
0.0358730794640444	0.910226840935357	0.0381717451483792
0.0377519263983922	0.909359329013294	0.0358319145433848
0.0325936772680689	0.900519220844263	0.0403073847616638
0.0312698766058819	0.906696269810467	0.0304220739280791
0.0390649968638903	0.922956079604507	0.0380602096334375
0.0340480636643642	0.907806624332612	0.0421087600406043
0.0400575669502672	0.892959815545664	0.0442059251516359
0.0393776847713645	0.912522982889305	0.0435297469889907
0.0288318944325991	0.901497705959693	0.0351356179918327
0.0363108205512085	0.914273266074231	0.035830007718764
0.0363782680843839	0.892333629958579	0.0438729380987701
0.0327024876006873	0.925744389186258	0.0331276727495847
0.0290985058469349	0.9060612070358	0.0389520818017841
0.0438258587234379	0.907623340201507	0.0439128781405627
0.0383338399977371	0.899245474213969	0.0326132841544841
0.0342051383886934	0.915544366938506	0.0379041786092045
0.0347394115813004	0.900378221437088	0.0373520706438304
0.029221236453212	0.900905110661554	0.0481074270484623
0.0340268270708587	0.910472423843232	0.036272148552048
0.0345917473858761	0.916801461518144	0.0355156664016286
0.0324781073430718	0.890689779871685	0.0375410121937445
0.0298011762243996	0.903892616601949	0.035176967178601
0.0348981046219152	0.910342649140877	0.0385460932305541
