"AAA.C0"	"AAA.G0"	"AAA.T0"	"AAC.C0"	"AAC.G0"	"AAC.T0"	"AAG.C0"	"AAG.G0"	"AAG.T0"	"AAT.G0"	"ACA.A0"	"ACA.G0"	"ACA.T0"	"ACC.A0"	"ACC.G0"	"ACC.T0"	"ACG.A0"	"ACG.G0"	"ACG.T0"	"ACG.T1"	"ACG.T2"	"ACT.T0"	"CAA.C0"	"CAA.G0"	"CAA.T0"	"CAC.C0"	"CAC.G0"	"CAC.T0"	"CAG.C0"	"CAG.G0"	"CAG.T0"	"CAT.C0"	"CAT.G0"	"CAT.T0"	"CCA.A0"	"CCA.G0"	"CCA.T0"	"CCC.A0"	"CCC.G0"	"CCC.T0"	"CCG.A0"	"CCG.G0"	"CCG.T0"	"CCG.T1"	"CCG.T2"	"CCT.A0"	"CCT.G0"	"CCT.T0"	"GAA.C0"	"GAA.G0"	"GAA.T0"	"GAC.C0"	"GAC.G0"	"GAC.T0"	"GAG.C0"	"GAG.G0"	"GAG.T0"	"GAT.C0"	"GAT.G0"	"GAT.T0"	"GCA.A0"	"GCA.G0"	"GCA.T0"	"GCC.A0"	"GCC.G0"	"GCC.T0"	"GCG.A0"	"GCG.G0"	"GCG.T0"	"GCG.T1"	"GCG.T2"	"GCT.A0"	"GCT.G0"	"GCT.T0"	"TAA.C0"	"TAA.G0"	"TAA.T0"	"TAC.C0"	"TAC.G0"	"TAC.T0"	"TAG.C0"	"TAG.G0"	"TAG.T0"	"TAT.C0"	"TAT.G0"	"TAT.T0"	"TCA.A0"	"TCA.G0"	"TCA.T0"	"TCC.A0"	"TCC.G0"	"TCC.T0"	"TCG.A0"	"TCG.G0"	"TCG.T0"	"TCG.T1"	"TCG.T2"	"TCT.A0"	"TCT.G0"	"TCT.T0"	"AAT.C0"	"AAT.T0"	"ACT.A0"	"ACT.G0"
0.558243258129296	0.565443305531694	0.573495026265429	0.694163956873933	0.552093039073368	0.640886416741085	0.587405756629011	0.575045426573006	0.585896836778331	0.5260791992655	0.601064211386657	0.554715639978127	0.58516716418169	0.589424206321156	0.610986473354796	0.570334740404978	0.59713577774721	0.581901572619362	0.522135315340103	0.340413780308429	0.374116490751087	0.568391187278517	0.595454453791587	0.541296357470852	0.580090128920853	0.577966070366503	0.529167357678832	0.57638361790443	0.594161214363408	0.543670203731769	0.59771091799217	0.591442261875773	0.530864760280599	0.574610629014245	0.588504551706157	0.581246375395094	0.582495566432688	0.610054678590837	0.572204637829144	0.566063319100268	0.581770542971058	0.552320347123934	0.557497621790688	0.401058796602548	0.393813197478861	0.576198185891503	0.574180561680662	0.576472530537423	0.566577429920006	0.557626464668878	0.621934620955731	0.593793377181796	0.543056457810586	0.572965408662547	0.54721528658208	0.577053346654357	0.642585731149581	0.555583441044202	0.554217819401568	0.639733996705929	0.590513009399849	0.581883615304026	0.579721817463366	0.622344174163007	0.589549168853448	0.566405797935609	0.585318450088864	0.581390007678559	0.56292940563069	0.441788697714307	0.413606087479001	0.549242620089463	0.632279639116673	0.574110747395999	0.623004429653049	0.567906178563063	0.612278070051445	0.560963663616098	0.548272379022485	0.536178890488938	0.572654122846691	0.570168749579965	0.603005315550673	0.572811664388595	0.540544423933614	0.575688629483474	0.602169948879126	0.580989616917812	0.586761521612237	0.600965312281264	0.582898428394264	0.559477717565085	0.610631081044969	0.537781448446359	0.505140653655433	0.435815350850536	0.433191187646727	0.599176549792745	0.584372856047175	0.584570220168632	0.576081570141764	0.578835549373657	0.599448393586948	0.561159891104735
0.572368241679347	0.558772087502862	0.564468429893028	0.637677361678488	0.549874188919134	0.670282228860123	0.592282782211144	0.584344591621761	0.602165833207114	0.52189060361162	0.604094719357584	0.568209103872632	0.582837265998304	0.580520309808234	0.581704433868648	0.569976469822284	0.590835837176254	0.540083017311819	0.517874348386592	0.343400085572935	0.374906415923706	0.575841662766865	0.570323625217923	0.537448785409742	0.576690519433712	0.585356764194005	0.53411151709151	0.567214220730091	0.597793918660959	0.543028667004084	0.599392529261377	0.57753966482297	0.527665422927148	0.595545290506529	0.596191943866594	0.56446432422068	0.583014770020764	0.601973964499998	0.583912761410394	0.567393199437749	0.582928140273548	0.562568096841322	0.54517866406263	0.407099246959348	0.396483503063276	0.587682353446373	0.561454072009529	0.578014198676328	0.545881189803941	0.555846943852974	0.62513554023921	0.605645054027328	0.545802725530183	0.614233445089723	0.557052937356301	0.574960252648416	0.652334746404516	0.534787365206381	0.556838993274982	0.630412540139359	0.594167706513005	0.568871913069772	0.583534824930334	0.613195905448313	0.576281932260107	0.57351190198704	0.590006222199677	0.573620367111778	0.553900995652675	0.436334692927238	0.412338437255217	0.595736002738982	0.593592811784331	0.573567088843599	0.591823962665692	0.578130033649723	0.619263920922608	0.534765067368103	0.551954319554868	0.585763811788378	0.546923441515003	0.567457826857873	0.582073304363945	0.591615292017672	0.547476015020644	0.585749801405867	0.606503718578485	0.59113236334241	0.582978028297446	0.622538643031534	0.577837990467811	0.558363509771525	0.615613224987579	0.548365955868302	0.529142501298983	0.414305749321173	0.434140846194008	0.605811392913403	0.583080947170254	0.585955486358962	0.577405231441595	0.547416906332197	0.584098802115983	0.535927157047236
0.595757919574308	0.559916596517417	0.558704048454961	0.617760756919828	0.551925144965407	0.698865050580014	0.590821356408719	0.5804795137904	0.624825891670345	0.522104285254423	0.604548845151806	0.572527132416544	0.579051103082082	0.585790359408468	0.596328120651451	0.574017176614283	0.586636333745792	0.547282799233105	0.528812707926442	0.350191360933665	0.377653250709698	0.56735182930953	0.602833170444035	0.547727609194501	0.57884153784762	0.579618388635051	0.53485775899664	0.57785399037274	0.597651570544223	0.537541584552262	0.610712278362568	0.581243443810126	0.526932330850779	0.57865726065126	0.592861410631091	0.566901046618423	0.587481755404227	0.593349429840086	0.57904689880652	0.569955687454949	0.573070826456658	0.552390878346251	0.548697828252196	0.415517254985772	0.39442479103785	0.582821100433388	0.556278595071916	0.572231055691404	0.572926610165405	0.575110837928047	0.642671816686538	0.622773153807779	0.550887786839256	0.600666554003116	0.558079801478112	0.577747588894332	0.644010566107064	0.548333846015102	0.560202740378709	0.615323010496558	0.603974559034845	0.575607330683382	0.586163798964918	0.6043610588121	0.589823620139572	0.570367170030929	0.586584225661401	0.583812257541884	0.566807014960163	0.445966052358717	0.413198729462967	0.597321308642702	0.613243867809723	0.574819371010877	0.602128539005825	0.577593166046337	0.619993440806052	0.538962068479031	0.559754320768146	0.587282299397923	0.553064372630989	0.575128413711845	0.604854096525823	0.582764134644216	0.54187976374287	0.555401534924376	0.601225225565766	0.585894045435854	0.589323797961576	0.589610168256925	0.576102358207651	0.561727873638439	0.599827453875702	0.547116806241579	0.52791916558862	0.412338850610011	0.439578975520352	0.59629743158197	0.598654366378884	0.5810692532229	0.574658415405543	0.555900077192921	0.603319124620416	0.619202818046943
0.634041479773274	0.570525863844487	0.548488196491136	0.619871791114345	0.552378555280536	0.633908492045785	0.617937943973389	0.575541101357872	0.642774594084333	0.52996040026018	0.616225823249224	0.574250010049737	0.583311351533942	0.569027911058556	0.526624670190902	0.567416915867827	0.570691907045202	0.56622385373383	0.526460416581682	0.357965640865152	0.371642802175953	0.561510097527709	0.585626982890178	0.553490955265935	0.588418399566116	0.598473940186174	0.544026560222005	0.586229665795684	0.581459172014473	0.53636509490069	0.597050479375496	0.543681860639559	0.528212748346561	0.570757593410063	0.594634329360723	0.574577718231342	0.588152119038387	0.595786625710095	0.579988258438201	0.565951079015388	0.584336121442642	0.554599925582199	0.547002961585068	0.39980741753594	0.397493788829486	0.607757626333539	0.575577597403693	0.577755123246504	0.569755823197821	0.550855699745866	0.601981517185051	0.59218004131412	0.554176005096647	0.591185378099007	0.586562361234109	0.570159735137037	0.647228148238926	0.552467969488613	0.547803371931629	0.626152972947922	0.592056318525619	0.57382213434615	0.579835845721862	0.604296321986713	0.602257532932511	0.568393556906991	0.585417796073738	0.579350659182225	0.570620150399767	0.436911986274906	0.412615064656266	0.597375158631964	0.598324682528132	0.576458480688028	0.592518679090657	0.560435491709435	0.614211379338695	0.509680427924151	0.559883856036213	0.590527287417603	0.562411068303199	0.565371030663071	0.597443634566725	0.545652707178832	0.533712074734414	0.543686365780113	0.599163277901755	0.579038606622156	0.588728191017184	0.602673196649634	0.563416174534864	0.560864210846849	0.612635447876474	0.535453044107456	0.505118152547286	0.4144574585716	0.433359963618585	0.604220493779532	0.574648733587047	0.579347573780317	0.573272391828633	0.551252857162467	0.612295640605728	0.592369270041403
0.642060504272115	0.5684558196573	0.509826314340823	0.60091204283597	0.548756405423595	0.701906482169892	0.618033836264512	0.577392723076676	0.617303501363058	0.519715945479225	0.621512474280811	0.586768505637871	0.58557699402727	0.570597686553408	0.520265640910455	0.571213196743863	0.588998001796792	0.586061754515431	0.529544580133755	0.359103193756623	0.375205471848998	0.564442831506866	0.598714090803862	0.542941651663521	0.565081078547916	0.601585787099041	0.533211233779516	0.579194454646487	0.579553148566878	0.541273906070922	0.595254985749438	0.563282085614899	0.527168455625175	0.577720238494521	0.591629889209715	0.562143990238696	0.590072644848227	0.599671150654782	0.572652190870833	0.568495256301109	0.570796206448603	0.545366640599802	0.541313317530121	0.394761998219919	0.393793038138064	0.584131998351978	0.56488526849112	0.578321526841589	0.578193430648312	0.546266259034833	0.613755615546076	0.574485003502009	0.552332088039769	0.595922777746141	0.562567797580619	0.568828951488012	0.648483158054104	0.583433888893596	0.54288118544878	0.676178150625927	0.596257671822357	0.575198907480634	0.575931164909937	0.603443024834275	0.59746840709441	0.56705842268909	0.577617919416318	0.57682445547667	0.56338385635858	0.453582687106848	0.407363614966848	0.584813506299127	0.626970886749153	0.577350380122027	0.58680875054788	0.576408879813246	0.635129783540792	0.532555690435192	0.546780628313129	0.58920747690033	0.559822493941701	0.572637667486094	0.599920897018484	0.57819612192841	0.542130099664695	0.589968836022802	0.582860960197677	0.584613138306978	0.581900511937116	0.597940357080735	0.590321690846039	0.561212250604505	0.610969027085794	0.542638457876608	0.52913534006688	0.431235232370173	0.429833018518936	0.592698693659444	0.59239859954076	0.588663321414797	0.555620630703847	0.568417305012784	0.590113501848381	0.570436167639404
0.569928595126635	0.568337619483986	0.555403811135696	0.666413790174417	0.557055616075877	0.704820406494429	0.586800295448544	0.577682464161949	0.577509822539651	0.525393506191307	0.612205331368045	0.576701472171877	0.579914770767669	0.575005192467484	0.579098851663107	0.574176490660091	0.586690187055009	0.552913433224712	0.51967595082149	0.350372412701595	0.37199213506105	0.567333778174095	0.58831401344141	0.5464485840948	0.581104077965355	0.599909445750522	0.534237981708717	0.571037707535825	0.589720028846733	0.536055306444823	0.584930564574509	0.546728432859816	0.53339203969684	0.595522640166541	0.594155131850776	0.57230129718313	0.587881917430963	0.599482821885039	0.573835429816989	0.569798810245699	0.585609872612014	0.565247631383547	0.53938414256572	0.397528405538698	0.401099033486318	0.569925686064508	0.581810012597786	0.577801171557665	0.579065793505896	0.551040025484395	0.636912659273495	0.584365124678748	0.548944347064395	0.621136015153776	0.574894817594429	0.56810490266118	0.63054865989977	0.61096151936187	0.567346736040187	0.640523358103884	0.587332449417862	0.570482822497123	0.580754147906998	0.601200969968415	0.595969219935688	0.568351358754166	0.591363836670614	0.588118471779871	0.556585999814596	0.41100506382209	0.412848375148539	0.576067590624224	0.618280239243068	0.578263024348493	0.633232564919427	0.570026383895159	0.656946466447673	0.560486684936882	0.541507635947768	0.572797240323773	0.568302379107522	0.573635491441106	0.608811638006008	0.556832105459462	0.542241872489951	0.545481998946031	0.597816798700649	0.603903990512058	0.594915839732214	0.60923163615611	0.589147649494831	0.562097554251145	0.613404048693938	0.559078968653685	0.536480304638444	0.41680205290178	0.436659396045694	0.605877501253197	0.591427543403655	0.582376052803438	0.616089134167093	0.561551693860939	0.57996227380661	0.593798698597593
0.601216290826823	0.563872968366113	0.609122566683413	0.624143333307368	0.555019119287682	0.647443840733492	0.588711527993702	0.58420473659388	0.643057139805667	0.522702315709516	0.606561300538146	0.583959298835835	0.577678976321368	0.556860746671195	0.558026088007391	0.575058942804792	0.58763624416132	0.55125060591195	0.531566188859834	0.339737480217877	0.37391350881771	0.567129210365647	0.610352362294021	0.544931492946689	0.585791764333704	0.579953901249882	0.54056758162169	0.584798014307789	0.599501031304178	0.538169911662377	0.597902891439881	0.549740725341746	0.530732958438748	0.581482338529465	0.599900916375453	0.570205631307807	0.586749990289501	0.591932520527826	0.582277700330333	0.564850266293944	0.575917646374129	0.565848323419012	0.548724846855333	0.410617804432648	0.390688263991162	0.568887584240584	0.571851796933429	0.579488195614655	0.56059162256941	0.553616233291859	0.615738799455109	0.592918751511385	0.553177623547853	0.599648853161154	0.573664100776299	0.56479639965304	0.632460528930382	0.59447881992942	0.549421143690099	0.645630452647124	0.599048008272287	0.58656529897727	0.581110653562639	0.605364595857533	0.593289714835196	0.572650940949461	0.589371773956712	0.578037622824089	0.551040160256336	0.432046189711268	0.412607295862132	0.592191953879055	0.606283674242535	0.577849772614129	0.617177142118276	0.579684372717362	0.646761353004129	0.563644367766316	0.556159594697744	0.532596282217113	0.546327077396956	0.571868056612314	0.607425678942944	0.531738648696984	0.540995183616278	0.583274031530141	0.589808100377842	0.576017225007194	0.596797147544128	0.596117919492685	0.573248909069053	0.562213911998636	0.621367315745833	0.550669686624709	0.515135552891121	0.424022798900985	0.434109739506875	0.623358789634049	0.595232813872931	0.583777741993788	0.573487195418527	0.554378596275317	0.601867459348327	0.594672000761783
0.562774134122848	0.5700494005867	0.542441691406858	0.698333001705703	0.559243183736449	0.627181427788814	0.60052539846247	0.579128856250862	0.610796493120923	0.533808873792498	0.6258399918451	0.55869316707915	0.584118302448464	0.539142383313799	0.605438102235835	0.56983734724196	0.582373420322184	0.535205924685054	0.518584674689045	0.351024836109908	0.372082155932955	0.571180122381954	0.57324485827256	0.551569659597931	0.57644105753835	0.581482504412725	0.532739057195214	0.569332696892243	0.585038646648911	0.543891683766421	0.614467159615357	0.578181555791503	0.534949763552389	0.58900925568119	0.602993873173475	0.556978198061576	0.586157751298367	0.596390721668363	0.580807406770821	0.567006602098962	0.578278777702608	0.557021934268117	0.551196437902096	0.40146882328352	0.394276148234174	0.569297386845455	0.56974284556669	0.575664760835463	0.576467823535174	0.556385200999324	0.634921657047854	0.5960434629291	0.551293442113649	0.577424061503094	0.558998109012002	0.578565103665522	0.668442605258473	0.571500345656637	0.54262359346753	0.642033914961602	0.585611877809045	0.579782804570888	0.585363225912279	0.593339500312402	0.600754219881423	0.574853395800912	0.588727096928049	0.586990487306191	0.565352121268251	0.438061952447271	0.408586397581759	0.575405489614667	0.610829870520948	0.571733885914705	0.616491995003356	0.564682561790084	0.629971789829757	0.539549774428196	0.56466218889762	0.556788866888115	0.558363862325532	0.558300597216059	0.591645529267938	0.5805180105381	0.549997039644367	0.593186782253865	0.577315877238216	0.586246874635932	0.58819840038032	0.604599766756572	0.57320834019964	0.564201479299084	0.596274127290968	0.535571582829073	0.519539584641958	0.409988866377969	0.434178394721472	0.602769606243356	0.602939556720929	0.583042547382407	0.589586535378606	0.571233820740467	0.5872599247536	0.614495950034482
0.616214932304389	0.570048852820034	0.545013549024293	0.617822922734841	0.553147104241857	0.638343900949812	0.585744349553977	0.585204629220104	0.621969536281722	0.524612891660139	0.633996233220953	0.564838593104149	0.583343748582687	0.54229845293535	0.573364223680518	0.577925411341929	0.595450280786097	0.556146421406141	0.519013719460264	0.345285809966549	0.374196287624774	0.565752272274957	0.599872078417543	0.539702067512561	0.549576803919718	0.570099607070979	0.52995938461833	0.571284428920552	0.597609904056934	0.538075416948895	0.610117891721736	0.571589013789733	0.531464899498966	0.575817378093566	0.595538684217663	0.567684108188482	0.585629159480574	0.596904735771693	0.586474140281159	0.568432609388972	0.577925215746101	0.549158191163333	0.549798661336732	0.390931835624205	0.394563613810328	0.576824486816343	0.577523254257392	0.577885450741633	0.548103037976997	0.548813780327242	0.608364644880001	0.597775070375004	0.553145328619861	0.578234332503379	0.554249343405132	0.573769022433465	0.638789217592284	0.554953789400025	0.562570252068652	0.658811835905279	0.583777457014712	0.566966115895946	0.585428990340987	0.605506654798637	0.592061113834946	0.568696455244007	0.589882698071275	0.575924851181599	0.557698045536925	0.424300206127933	0.412611156055217	0.609215985406835	0.60685013122282	0.578442307404637	0.601155133123372	0.575932812791133	0.618117185945132	0.514413443516193	0.551565771962691	0.585110855120655	0.541679568640683	0.567687097838571	0.593501212801034	0.552555554991102	0.543856882764791	0.604079442359751	0.580217729650304	0.579577542836236	0.589510895154868	0.605486302062573	0.590640925002785	0.560708061932897	0.612946825420554	0.534841007214587	0.534089514974787	0.419162705483204	0.434113140797862	0.585300706247529	0.58946307445326	0.5843364862378	0.561768306614158	0.560978760065443	0.575441551563141	0.599312179272416
0.620703300228569	0.567345930949796	0.542692982665629	0.630274400443291	0.557556182716406	0.741466735081472	0.592782005084055	0.577778235775715	0.577143554899141	0.520563431182998	0.599306577991962	0.547285960414043	0.590326800230222	0.586034276584816	0.594027626088685	0.571413140302242	0.59656323119437	0.527097449694631	0.51225805708151	0.376404967359198	0.375740492318384	0.569192482917323	0.579367334274409	0.545319742399954	0.587468198568317	0.574437526230791	0.532417279340277	0.575869246009028	0.585673572486672	0.538669371912246	0.590553729272639	0.561100060409459	0.525585703476546	0.588472702868773	0.613215392385162	0.56212395887348	0.58735890732555	0.59525146324134	0.578338888918148	0.571780330707151	0.572167319045336	0.557488758376409	0.547409609602105	0.404954906568151	0.389658990601373	0.573383806193758	0.574522751733297	0.576811001723506	0.565512013277696	0.546440265450681	0.620832538681302	0.558236062701597	0.549595808731151	0.600811624427518	0.549085580826166	0.573886787237365	0.638169962310912	0.556552215243367	0.555620681221674	0.619321186982902	0.579516915815548	0.575467416963993	0.584074038879832	0.608590188202521	0.605382758530691	0.572208341563409	0.576732326125814	0.566342059420112	0.560134843597328	0.417496740792331	0.408203576407909	0.53281373633235	0.629018495486654	0.581311992432977	0.591016278575864	0.579578706472005	0.617850760236981	0.538212645424433	0.553428502056414	0.580945528802738	0.557754120200542	0.566812532096897	0.589167744195367	0.525959768247035	0.545036110317331	0.571674580177959	0.600298435566333	0.603871792204372	0.586982916699032	0.590427514540334	0.580280015843181	0.560503500371258	0.611420463027153	0.559801570302132	0.507747576261662	0.406305392842179	0.43618160396902	0.62081177957817	0.584901166293523	0.582272581984907	0.631895520867506	0.600849593758884	0.620443353930637	0.591487638466812
